SiteId,SiteName,County,Township,TWD67Lon,TWD67Lat,Rainfall10min,Rainfall1hr,Rainfall3hr,Rainfall6hr,Rainfall12hr,Rainfall24hr,Now,Unit,PublishTime
C0E520,大湖,苗栗縣,大湖鄉,120.8664,24.4189,0,0,0,0,0,17.5,0,局屬無人測站,2015-08-20 10:00:00
C1E480,鳳美,苗栗縣,南庄鄉,121.0261,24.5567,0,0,0,0.5,0.5,2.5,0.5,局屬無人測站,2015-08-20 10:00:00
C1D420,太閣南,新竹縣,五峰鄉,121.1522,24.6347,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C1D410,白蘭,新竹縣,五峰鄉,121.0718,24.5811,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C0E850,大河,苗栗縣,三灣鄉,120.9406,24.6198,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0D430,峨眉,新竹縣,峨眉鄉,121.0091,24.6924,0,0,0,0,0.5,2.5,0.5,局屬無人測站,2015-08-20 10:00:00
C1D400,鳥嘴山,新竹縣,尖石鄉,121.2839,24.7192,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C0D390,關西,新竹縣,關西鎮,121.1657,24.8001,0,0,0,0,0,10.5,0,局屬無人測站,2015-08-20 10:00:00
C1D380,新埔,新竹縣,新埔鎮,121.0292,24.8467,0,0,0,0,0,3.5,0,局屬無人測站,2015-08-20 10:00:00
C0C490,八德,桃園市,八德區,121.2750,24.9305,0,0,0,0,0,6,0,局屬無人測站,2015-08-20 10:00:00
C1C510,水尾,桃園市,楊梅區,121.0789,24.9419,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0C480,桃園,桃園市,桃園區,121.3150,24.9943,0,0,0,0,0,16.5,0,局屬無人測站,2015-08-20 10:00:00
C0C540,埔心,桃園市,大園區,121.2178,25.0494,0,0,0,0,0,2.5,0,局屬無人測站,2015-08-20 10:00:00
C0A710,林口,新北市,林口區,121.3700,25.0781,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A570,桶後,新北市,烏來區,121.5896,24.8501,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A520,山佳,新北市,樹林區,121.3938,24.9767,0,0,0,0,0,24,0,局屬無人測站,2015-08-20 10:00:00
C0A580,屈尺,新北市,新店區,121.5381,24.9242,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0AC80,文山,臺北市,文山區,121.5675,25.0041,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A650,火燒寮,新北市,平溪區,121.7346,25.0044,0,0,0,0.5,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0A640,石碇,新北市,石碇區,121.6546,24.9958,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0AG90,中和,新北市,中和區,121.4822,24.9945,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0ACA0,新莊,新北市,新莊區,121.4385,25.0533,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A660,瑞芳,新北市,瑞芳區,121.7926,25.1149,0,0,0,0,1.5,1.5,1.5,局屬無人測站,2015-08-20 10:00:00
C1AC50,關渡,臺北市,北投區,121.4612,25.1353,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A680,五股,新北市,五股區,121.4272,25.0853,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1A730,公館,臺北市,大安區,121.5313,25.0162,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
467730,新阿里山,嘉義縣,阿里山鄉,120.8073,23.5184,0,0,0,0.5,0.5,7,0.5,局屬氣象測站,2015-08-20 10:00:00
467050,新屋,桃園市,新屋區,121.0475,25.0067,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
A0K420,麥寮,雲林縣,麥寮鄉,120.2096,23.8005,0,0,0,0,0,0,0,局屬合作測站,2015-08-20 10:00:00
467990,馬祖,連江縣,南竿鄉,119.9232,26.1694,0,0,0,0,0,6,0,局屬氣象測站,2015-08-20 10:00:00
467110,金門,金門縣,金城鎮,118.2893,24.4074,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467790,墾雷,屏東縣,恆春鎮,120.8470,21.9029,0,0,0,0,0,0,0,局屬雷達站,2015-08-20 10:00:00
A0W080,吉貝,澎湖縣,白沙鄉,119.5960,23.7417,0,0,0,0,0,0,0,局屬合作測站,2015-08-20 10:00:00
467780,七股站,臺南市,七股區,120.0692,23.1478,0,0,0,0,0,0,0,局屬雷達站,2015-08-20 10:00:00
A0Z080,合歡山莊,花蓮縣,秀林鄉,121.2782,24.1463,0,0,0,0,0,0.5,0,局屬合作測站,2015-08-20 10:00:00
467410,南區,臺南市,中西區,120.1970,22.9952,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
466920,臺北,臺北市,中正區,121.5067,25.0396,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
466850,五分山站,新北市,瑞芳區,121.7725,25.0728,0,0,0,1,2,2,1.5,局屬雷達站,2015-08-20 10:00:00
A0A9M0,新店,新北市,新店區,121.5165,24.9608,0,0,0,0,0,0,0,局屬合作測站,2015-08-20 10:00:00
A0T780,太魯閣,花蓮縣,秀林鄉,121.6069,24.1618,0,0,0,0,0,0,0,局屬合作測站,2015-08-20 10:00:00
D2F230,武陵,臺中市,和平區,121.3518,24.3819,0,0,0,0,0,0,0,局屬合作測站,2015-08-20 10:00:00
A0C540,拉拉山,桃園市,復興區,121.3957,24.6921,0,0,0,0,0,0,0,局屬合作測站,2015-08-20 10:00:00
A0W030,金門(合),金門縣,金湖鎮,118.4251,24.4183,0,0,0,0,0,0,0,局屬合作測站,2015-08-20 10:00:00
467420,永康,臺南市,永康區,120.2286,23.0394,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467300,東吉島,澎湖縣,望安鄉,119.6596,23.2590,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
466950,彭佳嶼,基隆市,中正區,122.0713,25.6294,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467620,蘭嶼,臺東縣,蘭嶼鄉,121.5506,22.0387,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467540,大武,臺東縣,大武鄉,120.8957,22.3576,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467660,臺東,臺東縣,臺東市,121.1465,22.7540,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467610,成功,臺東縣,成功鎮,121.3654,23.0992,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
466990,花蓮,花蓮縣,花蓮市,121.6050,23.9770,0,0,0,0,0,0.5,0,局屬氣象測站,2015-08-20 10:00:00
467060,蘇澳,宜蘭縣,蘇澳鎮,121.8644,24.6017,0,0,0.5,1,1,1,1,局屬氣象測站,2015-08-20 10:00:00
467080,宜蘭,宜蘭縣,宜蘭市,121.7479,24.7656,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467590,恆春,屏東縣,恆春鎮,120.7381,22.0054,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467440,高雄,高雄市,前鎮區,120.3080,22.5679,0,0,0,0,0,2,0,局屬氣象測站,2015-08-20 10:00:00
467480,嘉義,嘉義市,西區,120.4245,23.4977,0,0,0,0.5,0.5,21.5,0.5,局屬氣象測站,2015-08-20 10:00:00
467550,玉山,南投縣,信義鄉,120.9517,23.4893,0,0,0,0,0,4,0,局屬氣象測站,2015-08-20 10:00:00
467530,阿里山,嘉義縣,阿里山鄉,120.8051,23.5104,0,0,0,0,0,4,0,局屬氣象測站,2015-08-20 10:00:00
467650,日月潭,南投縣,魚池鄉,120.8999,23.8830,0,0,0,0,0,7,0,局屬氣象測站,2015-08-20 10:00:00
467350,澎湖,澎湖縣,馬公市,119.5552,23.5672,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467770,梧棲,臺中市,梧棲區,120.5151,24.2587,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467490,臺中,臺中市,北區,120.6759,24.1475,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
467571,新竹,新竹縣,竹北市,121.0061,24.8300,0,0,0,0,0,0.5,0,局屬氣象測站,2015-08-20 10:00:00
466910,鞍部,臺北市,北投區,121.5202,25.1865,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
466930,竹子湖,臺北市,北投區,121.5363,25.1650,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
466880,板橋,新北市,板橋區,121.4338,24.9993,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
466900,淡水,新北市,淡水區,121.4400,25.1656,0,0,0,0,0,0,0,局屬氣象測站,2015-08-20 10:00:00
466940,基隆,基隆市,中山區,121.7321,25.1348,0,0,0,0.5,1,1,1,局屬氣象測站,2015-08-20 10:00:00
C1I230,九份二山,南投縣,國姓鄉,120.8371,23.9638,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0R360,墾丁,屏東縣,恆春鎮,120.7942,21.9478,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 09:30:00
01V040,六龜(4),高雄市,六龜區,120.6255,22.9996,0,0,0,0,0,0,0,第七河川局,2015-08-20 05:30:00
01S360,紹家,臺東縣,達仁鄉,120.8501,22.3814,0,0,0,0,0,0,0,第八河川局,2015-08-20 05:30:00
swc180,火炎山,苗栗縣,三義鄉,120.7211,24.3578,0,0,0,0,0,0,0,農委會水土保持局,2015-08-20 03:20:00
88D610,下田埔,新竹縣,尖石鄉,121.2649,24.6379,0,0,0,0,0,0,0,農委會水土保持局,2015-08-20 00:20:00
C1I320,奧萬大,南投縣,仁愛鄉,121.1706,23.9547,0,0,0,0,0,2.5,0,局屬無人測站,2015-08-19 09:50:00
C1I121,大鞍,南投縣,竹山鎮,120.7517,23.6803,0,0,18.5,18.5,18.5,18.5,18.5,局屬無人測站,2015-08-18 17:20:00
